ProteinIds	Gene Name	Protein Description	Tissue Specificity	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Subcellular Location[CC]	Protein	Individual_Vital_28_1	Individual_Vital_29_1	Individual_Vital_30_1	Individual_Vital_31_1	Individual_Vital_32_1	Northstar_QC_P1_1	Northstar_QC_P1_2	Northstar_QC_P2_1	Northstar_QC_P2_2	Vital_QC_P1_1	Vital_QC_P1_2	Vital_QC_P2_1	Vital_QC_P2_2
P01780	IGHV3-7	Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON)		immune response [GO:0006955]; immunoglobulin mediated immune response [GO:0016064]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.	P01780	3414286.988179914	5802706.197810523	9316358.452366568	6126977.213047928	12363004.999999994	6539312.499999887	5684401.528619791	674676.2257000299	5906780.500000184	6949067.49999981	6401700.499999934	792534.1007530309	4944415.000000135
P01817	IGHV2-5	Immunoglobulin heavy variable 2-5 (Ig heavy chain V-II region HE) (Ig heavy chain V-II region MCE)		immune response [GO:0006955]; immunoglobulin mediated immune response [GO:0016064]	extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.	P01817						223061.56250000707			85467.91406000215				
P01833	PIGR	Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component]		detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; epidermal growth factor receptor signaling pathway [GO:0007173]; Fc receptor signaling pathway [GO:0038093]; immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor [GO:0002415]; receptor clustering [GO:0043113]	azurophil granule membrane [GO:0035577]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; secretory IgA immunoglobulin complex [GO:0071751]	polymeric immunoglobulin binding [GO:0001790]; polymeric immunoglobulin receptor activity [GO:0001792]	SUBCELLULAR LOCATION: [Polymeric immunoglobulin receptor]: Cell membrane {ECO:0000269|PubMed:9379029}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Secretory component]: Secreted {ECO:0000269|PubMed:16543244, ECO:0000269|PubMed:19079336, ECO:0000269|PubMed:8292260}.	P01833	4811068.4035483925	4470595.337793846	3792112.300435533	4271145.49999998	4839863.406167638	5126789.434749337	3398506.644070488	4187988.884352245	4868398.813688596	3691671.740025379	3708282.888901497	1788845.3249843302	3525992.7744390224
P01834	IGKC	Immunoglobulin kappa constant (Ig kappa chain C region) (Ig kappa chain C region AG) (Ig kappa chain C region CUM) (Ig kappa chain C region EU) (Ig kappa chain C region OU) (Ig kappa chain C region ROY) (Ig kappa chain C region TI)		adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; immune response [GO:0006955]; immunoglobulin mediated immune response [GO:0016064]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgD immunoglobulin complex [GO:0071738]; IgE immunoglobulin complex [GO:0071742]; IgG immunoglobulin complex [GO:0071735]; IgM immunoglobulin complex [GO:0071753]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.	P01834	12433491.91035906	7839842.999999933	8942414.664131157	11133630.273227694	15678124.46841324	19160258.870675705	21687050.892888527	18818129.999999765	16308973.958427446	12485563.25321742	10872166.107330704	12310633.707219996	13700698.954994503
P01857	IGHG1	Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; antibody-dependent cellular cytotoxicity [GO:0001788]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]; complement-dependent cytotoxicity [GO:0097278]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]; Fc-gamma receptor I complex binding [GO:0034988]; immunoglobulin receptor binding [GO:0034987]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass membrane protein {ECO:0000255}.	P01857	10874999.809931451	7293257.199058204	11477725.21708612	7421368.49999988	3988440.792003956	7813327.144607297	3079602.9465025733	4363853.305247752	7194955.63231503	9831702.644027296	11087116.178828904	14136710.318405924	10796619.079322772
P01859	IGHG2	Immunoglobulin heavy constant gamma 2 (Ig gamma-2 chain C region) (Ig gamma-2 chain C region DOT) (Ig gamma-2 chain C region TIL) (Ig gamma-2 chain C region ZIE)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass membrane protein {ECO:0000255}.	P01859	4114653.7500000815	2029585.6787528016	5348535.922531804	3122467.221228735	4010934.912871566	3577546.870772521	3210754.2917671646	1253834.19436998	2486850.644811372	3353800.5000000373	3551910.7788541727	1458447.5185050715	2775648.23627062
P01860	IGHG3	Immunoglobulin heavy constant gamma 3 (HDC) (Heavy chain disease protein) (Ig gamma-3 chain C region)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass membrane protein {ECO:0000255}.	P01860	2041230.1304112785	825772.6650265076	1399225.8818812429	788800.1861836867	631886.7645967792	591728.6330011534			474830.8222858349	1749506.9962083397	1643750.6721291526	213068.83975124356	1466879.9740315815
P01861	IGHG4	Immunoglobulin heavy constant gamma 4 (Ig gamma-4 chain C region)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; plasma membrane [GO:0005886]	antigen binding [GO:0003823]; immunoglobulin receptor binding [GO:0034987]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass membrane protein {ECO:0000255}.	P01861	1960291.2290473732	746589.9365718836	2970148.273903447	2033144.69223322	751389.9140330111	980346.8366079336	1048554.113241096	1522822.5704027356	1065065.185517246	1680577.0063771172	1467456.1346813233	2004902.5064383529	2255124.1745286933
P01876	IGHA1	Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]; glomerular filtration [GO:0003094]; immune response [GO:0006955]; positive regulation of respiratory burst [GO:0060267]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; IgG immunoglobulin complex [GO:0071735]; immunoglobulin complex, circulating [GO:0042571]; monomeric IgA immunoglobulin complex [GO:0071748]; plasma membrane [GO:0005886]; secretory dimeric IgA immunoglobulin complex [GO:0071752]; secretory IgA immunoglobulin complex [GO:0071751]	antigen binding [GO:0003823]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass type I membrane protein {ECO:0000255}.	P01876	24927971.9681932	17406652.5745894	13751817.43522202	27364265.20138216	26386625.676622123	37894935.38904612	28473560.57793279	20491973.52131269	25201078.354650363	19859520.50969604	20596298.573234405	14952767.017281031	16429188.90222062
P01877	IGHA2	Immunoglobulin heavy constant alpha 2 (Ig alpha-2 chain C region) (Ig alpha-2 chain C region BUT) (Ig alpha-2 chain C region LAN)		adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; B cell receptor signaling pathway [GO:0050853]; complement activation, classical pathway [GO:0006958]; glomerular filtration [GO:0003094]; immune response [GO:0006955]; positive regulation of respiratory burst [GO:0060267]	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; IgA immunoglobulin complex [GO:0071745]; immunoglobulin complex, circulating [GO:0042571]; monomeric IgA immunoglobulin complex [GO:0071748]; plasma membrane [GO:0005886]; secretory dimeric IgA immunoglobulin complex [GO:0071752]; secretory IgA immunoglobulin complex [GO:0071751]	antigen binding [GO:0003823]	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}; Single-pass type I membrane protein {ECO:0000255}.	P01877	6045031.5085926	5430107.044857654	21033526.70665128	7065631.889849185	7879578.8358342815	17750712.907125857	10032847.256775811	7923869.574903748	13738267.32772019	11713025.78224199	9162886.909863664	7067128.026778583	7671738.718635222
P01889	HLA-B	HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)		adaptive immune response [GO:0002250]; antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent [GO:0002486]; antigen processing and presentation of endogenous peptide antigen via MHC class Ib [GO:0002476]; defense response [GO:0006952]; detection of bacterium [GO:0016045]; immune response [GO:0006955]; innate immune response [GO:0045087]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protection from natural killer cell mediated cytotoxicity [GO:0042270]; regulation of dendritic cell differentiation [GO:2001198]; regulation of interleukin-12 production [GO:0032655]; regulation of interleukin-6 production [GO:0032675]; regulation of T cell anergy [GO:0002667]	cell surface [GO:0009986]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; membrane [GO:0016020]; MHC class I protein complex [GO:0042612]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; secretory granule membrane [GO:0030667]	peptide antigen binding [GO:0042605]; protein-folding chaperone binding [GO:0051087]; signaling receptor binding [GO:0005102]; TAP binding [GO:0046977]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:25480565, ECO:0000269|PubMed:26439010, ECO:0000269|PubMed:9620674}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:9620674}; Single-pass type I membrane protein {ECO:0000255}.	P01889							302394.4687999934				222217.48440000665	274914.28120000445	
P01903	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	TISSUE SPECIFICITY: Expressed in professional APCs: macrophages, dendritic cells and B cells (at protein level) (PubMed:15322540, PubMed:23783831, PubMed:31495665). Expressed in thymic epithelial cells (at protein level) (PubMed:23783831). {ECO:0000269|PubMed:15322540, ECO:0000269|PubMed:23783831, ECO:0000269|PubMed:31495665}.	adaptive immune response [GO:0002250]; antigen processing and presentation of endogenous peptide antigen via MHC class II [GO:0002491]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antigen processing and presentation of peptide or polysaccharide antigen via MHC class II [GO:0002504]; cognition [GO:0050890]; immune response [GO:0006955]; myeloid dendritic cell antigen processing and presentation [GO:0002469]; peptide antigen assembly with MHC class II protein complex [GO:0002503]; positive regulation of CD4-positive, alpha-beta T cell activation [GO:2000516]; positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation [GO:0032831]; positive regulation of immune response [GO:0050778]; positive regulation of memory T cell differentiation [GO:0043382]; positive regulation of T cell activation [GO:0050870]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; regulation of T-helper cell differentiation [GO:0045622]	autolysosome membrane [GO:0120281]; cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; early endosome membrane [GO:0031901]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; immunological synapse [GO:0001772]; late endosome membrane [GO:0031902]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]	MHC class II protein complex binding [GO:0023026]; MHC class II receptor activity [GO:0032395]; peptide antigen binding [GO:0042605]; polysaccharide binding [GO:0030247]; T cell receptor binding [GO:0042608]	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15322540, ECO:0000269|PubMed:18305173, ECO:0000269|PubMed:29884618}; Single-pass type I membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:18305173}; Single-pass type I membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:19117940}; Single-pass type I membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:18305173, ECO:0000269|PubMed:19117940, ECO:0000269|PubMed:9075930}; Single-pass type I membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:18305173, ECO:0000269|PubMed:9075930}; Single-pass type I membrane protein {ECO:0000255}. Autolysosome membrane {ECO:0000269|PubMed:17182262}; Single-pass type I membrane protein. Note=The MHCII complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation (PubMed:18305173, PubMed:9075930). Component of immunological synapses at the interface between T cell and APC (PubMed:15322540, PubMed:29884618). {ECO:0000269|PubMed:15322540, ECO:0000269|PubMed:18305173, ECO:0000269|PubMed:29884618, ECO:0000269|PubMed:9075930}.	P01903	703551.4955081258	452539.2868594077	898886.9208852709			269605.14071623294			365283.89427208056	838783.2894563306	807794.0259744597	563737.4062946045	862950.1251571282
